MedianRooms,MedianAge,Households,MedianHouseholdIncome,MedianFamilyIncome,PerCapitaIncome,MedianNonfamilyIncome,LandAreakm2,Latitude,Areakm2,WaterAreakm2,CloudCover,HoursofSun,Precipitation,WindSpeed,Desempleo,Ti,pca1,pca2,MedianPrice,State
5.7,40.8,18119,58932,70909,28537,30828,419.991,34.899393,420.771,0.78,48,169,6.3,6,3.2,75.83768690326067,0.0587653309876268,-0.252355517693694,151300,GA
5.5,40.5,2623,42743,50442,19228,24284,2003.554,30.779904,2026.34,22.786,42,195,2.8,5,3.5,73.79188415558174,-0.5991705261314721,-0.1638833184902293,87200,GA
5.7,35.9,66947,57739,71822,33106,41765,1104.466,31.974756,1637.551,533.086,39,198,4.0,8,5.7,56.12154159091318,-0.4584883922436251,0.2738449179366102,209200,GA
5.7,24.0,1941,45700,47321,23894,37250,644.224,32.347445,650.516,6.293,43,182,6.1,7,6.1,20.18231021222048,-0.3705953184127899,-0.3037334027175228,82000,GA
4.9,40.0,5712,37351,47639,18523,20541,811.542,34.474179,812.113,0.571,49,161,6.5,6,6.4,68.91416663048669,-0.0136024626983754,-0.4745352731992202,77200,GA
6.8,39.0,68321,84817,97543,38153,47147,1092.13,34.244317,1125.104,32.975,47,177,6.7,7,3.3,77.15651277169601,0.1171111526437313,0.1537840066796406,271300,GA
5.2,28.3,24265,40363,61621,25343,25685,308.728,33.952234,313.48,4.752,44,189,6.2,7,4.9,42.82289403761435,-0.2273800507521894,-0.1521297400895393,186800,GA
5.3,53.1,671,32434,42629,22389,22583,506.036,31.619831,562.635,56.599,41,188,5.6,8,12.3,75.50382209867963,-0.4133518411756278,-0.383239343933549,70500,GA
5.6,32.5,64979,49460,54214,21804,34333,366.664,33.552242,373.817,7.153,46,177,6.0,7,8.6,50.68735827664399,-0.240506196113273,-0.1025894533011896,122100,GA
5.6,38.8,1668,38844,50673,17539,18125,2072.567,30.917653,2134.132,61.566,42,194,3.6,6,3.3,78.82352941176471,-0.5805406669782852,-0.2064286311968196,71800,GA
6.3,36.8,190378,80830,99099,41480,51894,879.428,33.93994,892.297,12.868,47,175,6.2,7,4.3,68.08036192885783,-0.1000765806063005,0.6318897203658834,273900,GA
5.5,36.9,10103,42526,51421,20659,21255,1489.495,31.549245,1560.857,71.362,42,191,3.7,7,5.1,61.93286424049835,-0.446720963768567,-0.1601837206545509,106400,GA
5.5,37.3,10212,36799,48116,20530,20146,1409.351,31.189758,1441.689,32.338,39,201,4.1,8,4.2,61.85873772288968,-0.6115886474418099,-0.1762171498483233,92600,GA
6.8,37.1,36301,82251,92678,35349,49720,751.329,33.550556,796.692,45.363,41,195,4.6,7,3.2,80.88469566235135,-0.2418269164826955,0.1930666775776781,215200,GA
5.7,37.5,4284,40943,48387,20769,19187,588.346,31.152935,603.993,15.647,39,201,4.3,8,4.3,62.48239436619718,-0.5776572231825445,-0.2194366531500902,93400,GA
6.5,39.0,39651,79795,93771,36884,41874,1141.905,33.352897,1154.66,12.755,46,177,5.3,7,4.4,76.76923394561709,-0.0978172976552746,0.0895457876476757,225000,GA
5.6,44.6,3259,47917,59331,24404,25294,841.456,32.709446,845.511,4.055,42,188,5.1,8,4.4,75.72631231429516,-0.3499018793065234,-0.211011127038818,121500,GA
5.9,40.2,5948,38272,44529,25402,20300,705.988,31.914753,727.66,21.672,41,193,5.0,8,9.7,55.06400687565025,-0.4327273744930302,-0.2435812029880829,83100,GA
5.4,42.7,4390,40384,56322,24964,24837,450.609,34.852424,451.073,0.463,50,158,7.0,6,3.4,72.55205876406767,0.1249386745740193,-0.4444000978818559,128500,GA
6.1,43.8,7015,72260,86206,36110,41240,546.046,34.442842,555.315,9.269,47,179,7.0,6,3.5,81.69075777485764,0.1275348364883667,-0.1394939071243379,241900,GA
5.8,35.9,164226,65116,82234,37523,47141,693.034,33.770661,702.254,9.22,45,182,5.4,7,6.2,56.78642486027612,-0.1951238217939171,0.56649292605853,235300,GA
5.6,38.0,6710,40567,50658,21810,20984,1546.585,30.877961,1613.997,67.413,40,196,4.3,7,4.6,59.16440457925174,-0.5904025279656071,-0.2001273840279372,115000,GA
5.7,41.9,5240,42211,52280,21144,19760,1284.349,32.160656,1303.058,18.709,41,193,4.5,8,5.4,71.57482847341338,-0.3770367278100326,-0.2168160443964754,86600,GA
6.2,42.7,3471,48039,63509,25198,26536,1015.12,32.151995,1028.961,13.841,41,193,4.4,8,8.8,66.09665427509293,-0.3908678899515108,-0.1664172908927128,81400,GA
5.5,35.8,20147,40947,49623,22647,27510,851.299,31.535068,866.694,15.395,40,193,4.7,8,8.1,43.61494758361661,-0.4723965497608602,-0.1655288079117827,106200,GA
6.3,36.6,35358,67651,76362,29083,39660,518.171,33.699317,520.655,2.484,46,173,6.0,7,5.8,67.9402178455024,-0.0303647866821819,-0.0892492761660002,171300,GA
5.5,40.1,2754,34811,39141,21992,21061,1327.612,31.324191,1337.329,9.717,41,190,5.6,8,6.1,59.99801626661376,-0.4428032559267778,-0.3136646513619377,120700,GA
5.3,40.3,1097,44454,55540,23768,21000,1074.572,30.7085,1089.659,15.087,41,199,3.5,6,3.5,72.21095334685599,-0.6486267572241404,-0.1705861039256894,76000,GA
6.3,36.0,15810,67050,81320,32608,36434,1237.236,32.361711,1250.784,13.548,39,198,3.8,6,3.8,78.8509682942193,-0.4403668112593109,0.0832868817410374,170600,GA
5.5,43.3,5133,39323,47414,23368,19053,909.229,34.115017,969.216,59.987,42,194,5.6,6,6.2,71.31229850430738,-0.2391471981224779,-0.3130226861519387,87400,GA
5.2,36.9,5645,38423,44810,19310,19362,1762.756,32.5911,1787.562,24.807,41,195,4.3,8,6.6,60.11835960978316,-0.3879083378280068,-0.2195509862786759,74700,GA
5.2,37.4,2790,46392,52266,20990,27031,473.586,32.151902,483.99,10.404,41,193,4.2,7,4.6,57.84130113356333,-0.5284731168516037,-0.1930873463755931,97700,GA
5.4,52.3,7725,46028,54526,29845,26924,1001.608,34.863837,1015.172,13.564,49,168,7.1,6,3.7,78.51649424165528,0.176808998484732,-0.3509320281709681,206900,GA
7.4,43.4,31765,93777,109267,44668,50796,503.344,33.412717,516.241,12.897,46,177,6.0,7,3.7,82.57655568048018,-0.0251197693711683,0.1665023284841847,293400,GA
5.6,38.4,25405,50657,61841,27418,29678,1320.662,34.263677,1342.818,22.156,47,170,6.5,6,4.7,62.40878641865832,-0.0547162460270598,-0.239221161910571,137600,GA
