HousingUnits,MedianRooms,population,MedianAge,VacantHousingUnits,OwnerOccupied,RenterOccupied,Households,MedianHouseholdIncome,MedianFamilyIncome,PerCapitaIncome,NonfamilyHouseholds,MedianNonfamilyIncome,LandAreakm2,Latitude,Population2010,Areakm2,WaterAreakm2,CloudCover,DryDays,HighTemp,HoursofSun,Humidity,LowTemp,PrecipDays,Precipitation,Pressure,UVIndex,WindSpeed,Desempleo,Ti,MedianPrice,State
11.685710022144557,1.62924053973028,12.4991339738077,3.456316680883235,11.685710022144557,10.92766361005122,10.742530002024337,10.835710686941,10.821556702087694,11.21325177966607,10.302968122297036,10.843025951129974,10.340063655669343,7.725900294715863,3.390329877000316,12.418503015094444,7.827720053289065,5.492695121108719,3.610917912644224,3.295836866004329,4.23410650459726,5.337538079701318,4.31748811353631,3.951243718581428,1.3862943611198906,1.029619417181158,3.40452517175483,1.3862943611198906,1.791759469228055,1.5260563034950492,4.040903711157084,201600,FL
9.22078562983772,1.7749523509116738,10.263920426602184,3.632309102625542,9.22078562983772,8.81818627792769,7.636269603379373,8.771525284186465,11.039700653282354,11.218151638704692,10.087931854711062,7.77485576666552,10.559166483481166,7.323659707279586,3.411954054001298,10.20784235927516,7.330029649848828,2.2706815439810373,3.688879454113936,3.218875824868201,4.219507705176107,5.288267030694535,4.31748811353631,3.9318256327243257,1.791759469228055,1.0647107369924282,3.40452517175483,1.3862943611198906,1.6094379124341005,1.5686159179138452,4.358447042346993,158000,FL
11.552722934844294,1.6094379124341005,12.10113426298385,3.703768066607687,11.552722934844294,10.809202558038098,10.08838911159347,10.767052385387204,10.94169498690382,11.135683315805805,10.334425456617325,10.169843838273156,10.498966775917914,7.582942643226251,3.409084959439556,12.036777870576255,7.892023860716372,6.5673093577232695,3.610917912644224,3.1780538303479458,4.174387269895637,5.298317366548036,4.31748811353631,3.951243718581428,1.9459101490553128,1.7404661748405046,3.40452517175483,1.3862943611198906,2.19722457733622,1.62924053973028,4.210547210861586,195000,FL
9.311180686902254,1.6863989535702288,10.23001767255615,3.683866912290392,9.311180686902254,8.72371943690701,8.061802274538348,8.67965211911394,10.68235360849861,10.895423645604192,9.952420563645306,8.142063283104147,10.053587180780166,6.635102367438998,3.3994269487035327,10.258360874528233,6.657063228412608,2.8276094361598494,3.6635616461296463,3.258096538021482,4.23410650459726,5.313205979041787,4.31748811353631,3.951243718581428,1.6094379124341005,0.9932517730102834,3.40452517175483,1.3862943611198906,1.791759469228055,1.62924053973028,4.1823200131501945,118900,FL
12.54485649403104,1.7047480922384253,13.29463628184505,3.8543938925915096,12.54485649403104,12.092170195651756,10.960166117831292,11.911258533774792,10.991359031338174,11.204224025294373,10.424124883686112,11.374479156768768,10.54262723226472,7.874951269967892,3.342800884065656,13.205556808639066,8.302166360224973,7.245684311104172,3.49650756146648,3.295836866004329,4.276666119016055,5.393627546352362,4.330733340286331,4.127134385045092,1.3862943611198906,0.7419373447293773,3.40452517175483,1.6094379124341005,2.19722457733622,1.62924053973028,4.329980426493779,220000,FL
13.624812415330604,1.547562508716013,14.479369494678451,3.701301974112493,13.624812415330604,13.00049626324127,12.47727847712298,13.011326783248268,11.017349636411112,11.204087850445656,10.435967030196949,12.458732279726869,10.608390364106926,8.049851296610306,3.265512051932102,14.374020591921894,8.139206470559103,5.679725410062409,3.5263605246161616,3.295836866004329,4.330733340286331,5.3230099791384085,4.276666119016055,4.204692619390966,1.3862943611198906,0.4700036292457356,3.40452517175483,1.6094379124341005,2.19722457733622,1.88706964903238,4.142467059858208,282400,FL
8.701180027529253,1.667706820558076,9.569691731118324,3.735285826928092,8.701180027529253,8.168486417126681,6.889591308354466,7.920446505142607,10.546314649196058,10.91942450453533,9.878784939895755,7.471363088187097,9.873801242165769,7.292601947109429,3.4140741523826947,9.590487672100055,7.304827935446247,2.8945297680448285,3.6635616461296463,3.1780538303479458,4.174387269895637,5.288267030694535,4.343805421853684,3.8918202981106265,1.9459101490553128,1.5260563034950492,3.40452517175483,1.3862943611198906,1.791759469228055,1.5686159179138452,4.362767690723954,91100,FL
11.569844405694337,1.589235205116581,12.133104024069878,4.085976312551584,11.569844405694337,11.083833426230909,9.594173179957233,10.839894587995108,10.872826038832356,11.064871176788817,10.412561643263311,10.26719272639606,10.39662770624607,7.474155997132436,3.290966729823237,11.982791584761973,7.706607965683847,6.1335607195688695,3.4011973816621555,3.332204510175204,4.31748811353631,5.438079308923196,4.31748811353631,4.0943445622221,1.0986122886681098,0.5877866649021191,3.40452517175483,1.6094379124341005,1.9459101490553128,1.7047480922384253,4.388914191976581,209500,FL
11.292553070451804,1.7047480922384253,11.90454854605629,4.037774210733707,11.292553070451804,10.89588711066259,9.274910142625483,10.598208494084364,10.72961284769053,10.955235321790289,10.246154845820252,10.108792945720458,10.224011865791892,7.317601442901851,3.361889102008373,11.85818752905222,7.602312964312358,6.207051620016544,3.49650756146648,3.332204510175204,4.262679877041316,5.41610040220442,4.31748811353631,4.007333185232471,1.0986122886681098,0.7884573603642703,3.40452517175483,1.6094379124341005,1.791759469228055,1.9600947840472696,4.406776506419626,144100,FL
11.311164175026049,1.840549633397487,12.279759814873096,3.683866912290392,11.311164175026049,10.968474113554578,9.761001904239372,10.961052126766717,11.13687837249461,11.27236867948514,10.374646763839657,9.785435730759993,10.64034056535614,7.355823833881778,3.4007678227482674,12.15932165084072,7.4186501003539185,4.620019388838297,3.6635616461296463,3.295836866004329,4.23410650459726,5.293304824724492,4.330733340286331,3.951243718581428,1.3862943611198906,0.8754687373538999,3.40452517175483,1.3862943611198906,1.791759469228055,1.4586150226995167,4.34621718197717,195900,FL
12.29384539926562,1.589235205116581,12.846201360239132,3.937690752176724,12.29384539926562,11.608989905702794,10.542548067192309,11.493956689922612,11.1593457259388,11.347862124732544,10.753317917710014,10.81689412923042,10.67690049281473,8.551717509132887,3.262652030606241,12.680815029123083,8.694495841207262,6.677492697397843,3.4339872044851463,3.332204510175204,4.343805421853684,5.365976015021851,4.31748811353631,4.0943445622221,1.0986122886681098,0.3364722366212129,3.40452517175483,1.6094379124341005,1.9459101490553128,1.547562508716013,4.255150280176566,366600,FL
10.280381703656255,1.6486586255873816,11.168997503377634,3.703768066607687,10.280381703656255,9.814710982145282,8.839856232763264,9.663960521971394,10.710365123423095,10.987984013368823,10.109240764646255,9.155356063643422,10.197313214435868,7.633228303775911,3.408547139234524,11.120342030692624,7.637923640111516,2.2744942128275203,3.6375861597263857,3.258096538021482,4.204692619390966,5.327876168789581,4.31748811353631,3.912023005428146,1.6094379124341005,1.1939224684724346,3.40452517175483,1.3862943611198906,1.791759469228055,1.7227665977411035,4.279661607871334,128800,FL
9.636065519091709,1.589235205116581,10.528650281554205,3.7062280924485496,9.636065519091709,9.054271186326291,8.259975659768276,9.024733424190698,10.501224548291416,10.66391947990167,9.808792183696804,8.32239411311117,10.117711441675684,7.408516021334295,3.302870626566139,10.459152689774813,7.412311289734532,1.836573485017848,3.4339872044851463,3.332204510175204,4.31748811353631,5.41164605185504,4.31748811353631,4.060443010546419,1.0986122886681098,0.5306282510621704,3.40452517175483,1.6094379124341005,1.9459101490553128,1.5260563034950492,4.247092170652296,103600,FL
9.158941808890182,1.6486586255873816,9.725556344043468,3.832979798087693,9.158941808890182,8.546946149565585,6.9865664594064265,8.371010681238156,10.637632712130143,10.761894901961734,9.899027621814035,7.556427969440253,10.166044106207172,7.509926324184006,3.3871288489776843,9.706377178268736,7.712820775745987,6.018018840329228,3.5263605246161616,3.258096538021482,4.219507705176107,5.41164605185504,4.31748811353631,3.970291913552122,1.6094379124341005,1.1314021114911006,3.40452517175483,1.3862943611198906,1.9459101490553128,1.6486586255873816,4.439716451705593,85000,FL
12.931406241092771,1.7047480922384253,13.762796254421277,3.591817741270805,12.931406241092771,12.26038562607285,11.973768513927707,12.324122312303988,10.94674568107216,11.142716490676968,10.380746051458171,11.882030830110873,10.582992094054914,7.587851667221797,3.412310237840961,13.669632399614624,7.774343450580093,6.003178173925822,3.610917912644224,3.295836866004329,4.219507705176107,5.3230099791384085,4.30406509320417,3.970291913552122,1.3862943611198906,0.8754687373538999,3.40452517175483,1.3862943611198906,1.791759469228055,1.7227665977411035,4.080371630306931,195600,FL
