HousingUnits,MedianRooms,MedianPrice,population,MedianAge,VacantHousingUnits,OwnerOccupied,RenterOccupied,Households,MedianHouseholdIncome,MedianFamilyIncome,PerCapitaIncome,NonfamilyHouseholds,MedianNonfamilyIncome,LandAreakm2,Latitude,Population2010,Areakm2,WaterAreakm2,CloudCover,DryDays,HighTemp,HoursofSun,Humidity,LowTemp,PrecipDays,Precipitation,Pressure,UVIndex,WindSpeed,Desempleo,Ti
11.685710022144557,1.62924053973028,12.21404081517935,12.4991339738077,3.456316680883235,11.685710022144557,10.927663610051221,10.742530002024337,10.835710686940999,10.821556702087694,11.21325177966607,10.302968122297036,10.843025951129974,10.340063655669345,7.725900294715863,3.390329877000316,12.418503015094444,7.827720053289065,5.492695121108719,3.6109179126442243,3.295836866004329,4.23410650459726,5.337538079701318,4.31748811353631,3.9512437185814275,1.3862943611198906,1.0296194171811581,3.40452517175483,1.3862943611198906,1.791759469228055,1.5260563034950492,4.040903711157084
9.22078562983772,1.7749523509116738,11.970350312009105,10.263920426602184,3.632309102625542,9.22078562983772,8.81818627792769,7.6362696033793735,8.771525284186465,11.039700653282354,11.218151638704692,10.087931854711062,7.77485576666552,10.559166483481166,7.323659707279586,3.411954054001298,10.20784235927516,7.330029649848828,2.2706815439810373,3.6888794541139363,3.2188758248682006,4.219507705176107,5.288267030694535,4.31748811353631,3.9318256327243257,1.791759469228055,1.0647107369924282,3.40452517175483,1.3862943611198906,1.6094379124341003,1.5686159179138452,4.358447042346993
11.552722934844294,1.6094379124341003,12.180754837545884,12.10113426298385,3.703768066607687,11.552722934844294,10.809202558038098,10.08838911159347,10.767052385387204,10.94169498690382,11.135683315805805,10.334425456617323,10.169843838273156,10.498966775917914,7.582942643226251,3.409084959439556,12.036777870576255,7.892023860716372,6.5673093577232695,3.6109179126442243,3.1780538303479458,4.174387269895637,5.298317366548036,4.31748811353631,3.9512437185814275,1.9459101490553132,1.7404661748405046,3.40452517175483,1.3862943611198906,2.1972245773362196,1.62924053973028,4.210547210861586
9.311180686902254,1.6863989535702288,11.686038082678873,10.23001767255615,3.6838669122903918,9.311180686902254,8.72371943690701,8.061802274538348,8.67965211911394,10.68235360849861,10.895423645604193,9.952420563645306,8.142063283104147,10.053587180780166,6.635102367438998,3.3994269487035327,10.258360874528233,6.657063228412608,2.8276094361598494,3.6635616461296463,3.258096538021482,4.23410650459726,5.313205979041787,4.31748811353631,3.9512437185814275,1.6094379124341003,0.9932517730102834,3.40452517175483,1.3862943611198906,1.791759469228055,1.62924053973028,4.1823200131501945
12.54485649403104,1.7047480922384253,12.301382825334498,13.29463628184505,3.8543938925915096,12.54485649403104,12.092170195651756,10.960166117831292,11.911258533774793,10.991359031338174,11.204224025294373,10.424124883686112,11.374479156768768,10.542627232264719,7.874951269967892,3.342800884065656,13.205556808639066,8.302166360224973,7.245684311104172,3.4965075614664802,3.295836866004329,4.276666119016055,5.393627546352362,4.330733340286331,4.127134385045092,1.3862943611198906,0.7419373447293773,3.40452517175483,1.6094379124341003,2.1972245773362196,1.62924053973028,4.329980426493779
13.624812415330604,1.547562508716013,12.551079784601225,14.479369494678451,3.7013019741124933,13.624812415330604,13.00049626324127,12.47727847712298,13.011326783248267,11.017349636411113,11.204087850445656,10.435967030196949,12.458732279726867,10.608390364106926,8.049851296610306,3.265512051932102,14.374020591921894,8.139206470559103,5.679725410062409,3.5263605246161616,3.295836866004329,4.330733340286331,5.3230099791384085,4.276666119016055,4.204692619390966,1.3862943611198906,0.47000362924573563,3.40452517175483,1.6094379124341003,2.1972245773362196,1.8870696490323797,4.142467059858208
8.701180027529253,1.667706820558076,11.41971308324805,9.569691731118324,3.735285826928092,8.701180027529253,8.168486417126681,6.889591308354466,7.920446505142607,10.546314649196058,10.91942450453533,9.878784939895755,7.471363088187097,9.873801242165767,7.292601947109429,3.4140741523826947,9.590487672100057,7.304827935446247,2.8945297680448285,3.6635616461296463,3.1780538303479458,4.174387269895637,5.288267030694535,4.343805421853684,3.8918202981106265,1.9459101490553132,1.5260563034950492,3.40452517175483,1.3862943611198906,1.791759469228055,1.5686159179138452,4.362767690723954
11.569844405694335,1.589235205116581,12.25247901834433,12.133104024069878,4.085976312551584,11.569844405694335,11.083833426230909,9.594173179957233,10.839894587995108,10.872826038832356,11.064871176788817,10.412561643263313,10.267192726396061,10.39662770624607,7.474155997132436,3.2909667298232366,11.982791584761973,7.7066079656838475,6.1335607195688695,3.4011973816621555,3.332204510175204,4.31748811353631,5.438079308923196,4.31748811353631,4.0943445622221,1.0986122886681098,0.5877866649021191,3.40452517175483,1.6094379124341003,1.9459101490553132,1.7047480922384253,4.388914191976581
11.292553070451804,1.7047480922384253,11.878262781987614,11.90454854605629,4.037774210733707,11.292553070451804,10.89588711066259,9.274910142625483,10.598208494084364,10.72961284769053,10.955235321790287,10.246154845820252,10.108792945720458,10.224011865791892,7.317601442901851,3.3618891020083734,11.85818752905222,7.602312964312358,6.207051620016544,3.4965075614664802,3.332204510175204,4.2626798770413155,5.41610040220442,4.31748811353631,4.007333185232471,1.0986122886681098,0.7884573603642703,3.40452517175483,1.6094379124341003,1.791759469228055,1.9600947840472698,4.406776506419626
11.311164175026049,1.840549633397487,12.185359603932632,12.279759814873096,3.6838669122903918,11.311164175026049,10.968474113554578,9.761001904239373,10.961052126766715,11.13687837249461,11.27236867948514,10.374646763839655,9.785435730759993,10.64034056535614,7.355823833881778,3.4007678227482674,12.15932165084072,7.4186501003539185,4.620019388838297,3.6635616461296463,3.295836866004329,4.23410650459726,5.293304824724492,4.330733340286331,3.9512437185814275,1.3862943611198906,0.8754687373538999,3.40452517175483,1.3862943611198906,1.791759469228055,1.4586150226995167,4.34621718197717
