MedianRooms,MedianAge,Households,PerCapitaIncome,MedianNonfamilyIncome,LandAreakm2,Latitude,Areakm2,WaterAreakm2,CloudCover,HoursofSun,Precipitation,WindSpeed,Desempleo,Ti,pca1,pca2,MedianPrice
5.3,40.7,14485,21145,26436,2113.999,34.934403,2128.127,14.128,42,193,4.3,7,4.9,71.01075195295807,-0.18090175200811628,-0.0820294648670957,89500
5.3,35.5,74763,36759,43493,740.673,36.036589,771.471,30.798,42,198,4.3,6,5.0,57.97743302287765,0.02751854989721075,0.3163300270626745,241800
5.3,41.7,14346,21595,21756,1308.815,35.917055,1312.217,3.402,40,202,4.0,8,9.0,60.27144218242626,-0.14122574304838073,-0.09917905929177785,88500
5.5,38.4,92950,31201,32677,1057.097,36.131667,1068.878,11.781,41,204,4.7,6,5.7,65.01106125458844,-0.015359964377259451,0.22867104426732512,163800
5.7,41.3,18813,27588,34147,1273.451,36.088241,1280.746,7.295,41,201,4.1,7,5.5,72.6237571637009,-0.055093015598978314,0.022371179831248544,161500
5.4,40.0,56299,28526,29242,922.106,35.293344,943.02,20.913,42,198,5.3,6,6.0,67.23612542994518,-0.14376168886096302,0.03470920859678465,156800
5.9,47.2,3074,26053,38838,881.748,36.442135,895.326,13.578,40,204,4.0,7,5.1,76.88148600331385,-0.014280685848238358,-0.09072117789907841,142400
5.2,46.4,2295,23034,22336,756.482,35.348111,781.31,24.828,48,170,7.0,5,8.2,85.02323364708685,0.23066134614533804,-0.47025766759002385,119000
5.9,43.1,15563,27723,33767,1376.759,36.299884,1389.525,12.766,41,202,4.2,6,4.5,76.25944135670515,0.055600555892742924,-0.02594521061998959,168900
5.4,40.5,4677,19415,22069,688.749,35.481933,689.971,1.222,41,197,3.9,8,4.8,69.14997292907418,-0.17624369470500206,-0.13561603821998466,87500
5.5,37.4,129970,31798,35354,1672.365,36.079065,1703.248,30.884,41,205,4.5,7,6.4,61.66379616719976,0.006520534420198999,0.40717008396116205,172900
5.3,43.9,13699,21902,19554,1875.375,36.251438,1893.746,18.371,40,204,4.1,8,8.0,61.11358394367337,-0.1109771550566362,-0.11265511832600382,85800
5.9,34.7,31740,24693,30858,1541.009,35.368635,1557.37,16.361,40,202,4.3,7,6.1,64.80554368398559,-0.1660110672847697,0.050219603893994325,160700
5.4,47.7,17221,30336,28844,1434.055,35.557097,1436.472,2.417,54,157,6.0,6,5.2,74.85215294635148,0.31689572687710327,-0.22174792772298565,185600
5.7,47.6,33448,32306,33879,966.242,35.336424,971.844,5.602,40,208,5.5,5,4.8,75.5079488005012,0.020619912324600375,-0.0467837805369529,232000
5.5,42.8,5296,21715,28047,914.422,36.363517,933.313,18.892,40,204,4.0,7,6.6,64.95905453191885,-0.04973026625297489,-0.14639473233282208,89800
5.7,33.0,12403,23066,27897,1012.022,35.017233,1016.042,4.02,41,199,4.4,7,7.1,68.91838538043581,-0.20653140637024525,-0.0638594221794316,146200
5.3,40.9,1468,17942,24914,1586.885,35.408157,3688.209,2101.324,41,194,4.6,7,6.3,56.89731159100926,-0.09413854377386961,-0.11280521901579361,122300
6.0,40.8,49826,35261,34616,1486.221,35.806356,1545.971,59.749,41,202,4.9,6,5.3,73.16225939208323,0.029611227695126707,0.10151888812622663,200800
4.8,38.5,9921,25738,31532,1271.049,35.286463,1280.865,9.816,49,169,5.7,5,5.2,61.28252273127976,0.253230480721798,-0.27890416362990916,206900
5.8,38.4,51865,29327,32490,2049.455,35.513405,2060.346,10.891,41,199,3.9,8,4.9,75.37811332734768,-0.13469615807512633,0.20926917902326278,180200
5.4,48.1,2621,22917,17328,1219.129,35.03216,1225.622,6.494,40,197,4.0,7,4.9,75.97639484978541,-0.16991288880155164,-0.15396009052257073,92200
5.5,39.4,15527,25502,30984,660.342,35.476075,670.918,10.577,42,199,4.3,6,6.1,63.37152263921914,-0.028197228076821648,-0.10321797892133362,145600
5.2,42.3,14022,24894,23760,1037.527,35.238062,1043.296,5.768,40,200,4.2,7,5.5,58.14667465983614,-0.17766165780159943,-0.10424682513485996,94000
5.9,43.6,23783,33197,30682,771.656,35.487825,795.233,23.577,44,189,5.3,6,4.8,77.53843584880904,-0.03664554949154861,-0.04527908725817052,187000
5.1,50.4,9945,29549,22971,1335.29,35.152959,1345.985,10.694,48,178,7.3,5,5.0,74.30852744349025,0.24482409446200978,-0.34530844276719797,171700
5.6,44.6,5315,27184,21027,1164.38,35.86408,1169.216,4.837,49,170,5.0,5,5.1,77.26475745178259,0.28552172312355084,-0.25821607133220464,200700
5.7,46.4,6199,24108,26051,1194.547,35.841059,1195.302,0.754,41,200,3.9,7,6.1,65.14707189193992,-0.07470395117122659,-0.15177078896630494,86400
5.5,44.2,13340,25432,25895,1141.169,35.682232,1155.126,13.957,41,204,5.5,5,5.4,74.5621765755994,0.0655464698028923,-0.2514922215110585,129400
5.6,35.2,256164,40627,48524,1356.746,35.246862,1413.899,57.153,42,199,4.5,6,5.7,59.73095382951396,-0.1254302149519474,0.9840801337391478,253500
5.4,47.2,4074,26975,25402,573.488,36.013102,575.202,1.714,49,177,5.5,6,6.1,77.79677242888403,0.3441469127441883,-0.3116524340813497,164200
4.9,43.9,7017,23863,23064,1273.652,35.338071,1299.641,25.989,41,200,4.7,6,5.5,72.33416172815905,-0.017882881604183606,-0.20710707506300238,120500
6.1,44.1,26473,36184,34175,1807.404,35.310163,1828.151,20.746,41,200,4.6,6,5.4,78.02249440704458,0.0038845229969710422,0.11660185664208303,229400
5.5,41.7,25100,27286,26380,1399.646,35.965945,1405.764,6.118,41,197,4.2,8,6.7,66.77398722993702,-0.08973974943085165,0.016993060988239293,133900
5.4,49.9,5321,23946,24351,1389.758,36.421774,1426.059,36.301,40,204,3.8,8,6.9,70.71823204419888,-0.09006894662488837,-0.12780767601370172,83600
5.5,26.5,47027,24817,35210,1975.497,34.76346,2346.304,370.807,39,195,4.2,8,5.9,55.09779208210483,-0.1843409266821447,0.11609179939904535,162400
5.7,35.1,32907,42872,40837,1030.706,36.062499,1039.692,8.986,41,201,4.4,6,4.2,67.21088030031059,0.11856007512618329,0.27791170823384853,331800
5.2,54.0,3534,28257,19941,871.627,35.147462,1467.876,596.248,39,199,4.7,8,4.8,77.58793969849246,-0.12164962272476772,-0.06726368643598929,161600
5.8,39.6,9825,26898,26199,587.617,36.265276,749.638,162.021,40,204,4.6,9,6.3,61.24047644597059,-0.028935102930261303,0.004639198728253609,166600
5.7,42.7,15165,30666,32416,2252.759,34.512581,2415.904,163.146,41,192,4.2,6,5.0,79.89488598919205,-0.11443276396648801,0.0660608629554343,198100
5.9,50.2,4084,28160,30432,639.957,36.178261,852.018,212.061,40,203,4.3,9,5.9,78.12290502793296,-0.011713236855371196,-0.0522671712165109,173200
5.8,43.6,10746,31605,30242,1016.109,36.386387,1046.559,30.45,41,202,4.3,6,5.5,79.42554335304509,0.09569319856363537,-0.06339829102654261,134100
5.1,32.7,42411,27599,33035,1688.606,35.591065,1695.988,7.382,40,199,4.1,8,5.7,54.22799222438211,-0.11100446775111103,0.10437885224324425,146700
5.7,53.7,5564,32327,32737,615.871,35.278928,617.803,1.932,39,210,5.5,5,5.1,78.79858657243817,-0.020159239151573832,-0.17793971469505468,222700
5.5,41.8,39042,25246,27672,2026.711,35.709915,2044.407,17.696,42,201,4.6,6,5.4,72.96747251818624,-0.08517557777020272,-0.03359779747313866,128800
5.3,40.8,12024,22068,20039,1227.192,35.001957,1242.982,15.791,41,201,4.9,7,8.1,69.33213329640911,-0.2019789206373933,-0.19504446069094622,88200
5.2,36.7,30468,19388,19334,2458.47,34.63921,2463.045,4.574,40,202,4.6,7,8.1,66.98956373769622,-0.2703496309500369,-0.10033371364854222,75600
5.5,45.0,25659,25268,26378,1464.77,36.380927,1483.3,18.53,40,203,4.5,6,6.2,69.83662575796491,0.008421455597463321,-0.11184209136313282,114900
5.5,40.3,36796,26789,29128,1324.451,35.639218,1356.441,31.99,42,198,4.8,6,5.8,71.28831031907572,-0.10279159755363196,-0.039313190192785966,146600
5.6,45.2,17592,24308,22782,1461.144,35.402747,1465.544,4.4,41,202,5.3,5,7.3,72.15211121453969,-0.034509802654379536,-0.22428091526473093,125100
5.7,40.3,16139,23502,23012,2446.866,34.990575,2451.671,4.806,41,194,4.0,7,5.1,71.33365508365507,-0.1742734079828343,-0.07092266191171032,97500
5.2,39.1,8211,20975,21606,825.804,34.840023,829.635,3.832,39,208,4.3,7,10.5,59.63106618208472,-0.2861313084839178,-0.20273008350035374,87600
5.4,42.0,16640,26956,29165,1023.267,35.310523,1048.529,25.262,42,199,4.7,6,4.9,74.96121315249486,-0.09136331827306929,-0.09675682570572387,150400
5.5,46.6,13074,27979,31618,1162.535,36.404195,1180.074,17.539,41,206,4.7,6,5.1,78.55861839920291,0.034341688087353175,-0.13773830012412122,145000
5.3,44.0,19808,26074,20168,1378.304,36.415416,1389.02,10.716,40,206,4.8,6,5.0,74.96017929887374,0.0384884526787378,-0.1504027550220517,129700
5.1,42.3,3863,24234,22202,1367.504,35.568849,1400.263,32.758,46,180,5.6,5,5.2,73.09375224158956,0.20347573373632244,-0.3425171855340851,149300
5.0,51.9,9799,30577,32223,980.383,35.210095,985.524,5.141,40,206,5.7,5,4.8,74.98700901727037,0.01094351420599683,-0.2070872693077636,231300
5.5,46.7,1087,21129,20982,1007.595,35.87042,1539.018,531.423,42,195,4.4,8,8.2,72.786783042394,-0.010127683375125165,-0.18535542979042466,110900
6.8,38.6,62077,37667,39404,1635.63,34.991501,1656.366,20.736,42,195,4.6,7,4.6,82.43940263723836,-0.023616212820669436,0.2882938572811852,254100
5.4,40.6,10932,23911,22995,656.607,36.365481,698.83,42.223,41,201,4.2,7,8.7,58.1434003506455,0.029811381608114217,-0.17251687868504384,103700
6.0,36.4,270784,42721,52013,2163.206,35.789846,2220.453,57.247,40,204,4.2,7,4.8,67.16180703642175,0.05970971712518991,1.1206752805130604,301600
5.4,48.1,5013,25340,22271,1109.696,36.397979,1149.338,39.642,41,201,4.2,7,8.4,69.92081628314821,0.04432166884105734,-0.1961108839757814,89500
5.3,46.9,2819,23249,18344,901.665,35.844589,1097.758,196.093,40,200,4.2,7,7.2,64.90896599106836,-0.08616179071364614,-0.2137351706958816,86400
5.4,32.7,11125,27962,26306,809.516,36.235371,811.838,2.322,44,189,5.2,6,4.4,60.94624521844172,0.2638048597063002,-0.1634283728909524,246000
5.6,37.6,32136,26362,29439,1432.489,35.362741,1442.241,9.753,40,201,4.2,8,5.6,63.75887816426881,-0.14109157533708797,0.012472560813831867,125900
5.3,45.1,19256,25634,22273,1953.571,36.209303,1960.415,6.843,41,204,4.9,5,5.3,77.33426254059104,0.09976123163130596,-0.18736669709961332,129200
5.3,40.5,20655,24656,24539,953.567,35.704125,967.963,14.396,40,202,4.2,8,6.8,59.75236453140423,-0.1081965574554149,-0.05213422934472802,127100
5.4,44.4,10345,26907,27214,867.204,36.158765,874.136,6.932,40,208,4.7,6,4.9,78.4560047243249,0.007186537262214403,-0.17592333936944293,138500
5.4,47.9,5057,25767,21891,809.623,35.889504,811.082,1.459,49,172,5.4,5,5.1,73.16220028208744,0.28240488178137835,-0.3354211544549169,166900
5.5,44.6,6306,25598,22192,1270.348,34.213809,1323.464,53.116,42,194,5.9,6,5.2,75.77432694742173,-0.22943695452856078,-0.24394838058071658,100700
5.9,41.1,45291,29470,30623,2773.965,33.549317,2798.729,24.764,41,198,4.9,8,4.1,73.91070500140438,-0.3051959955325883,0.12421074628566235,153700
5.6,44.7,2051,16985,17347,1056.949,32.979784,1068.157,11.208,42,190,4.9,7,9.5,66.28689798032109,-0.38816280840913553,-0.30254159931972846,47100
5.7,40.7,53809,28931,28840,1852.945,34.519549,1961.751,108.806,43,193,6.4,6,4.6,74.28149437031492,-0.07026576289276074,-0.02205831681826076,153600
5.9,41.5,3344,19814,20417,1018.822,33.203021,1024.501,5.679,41,198,5.0,7,8.8,72.95219244823386,-0.3450233128284409,-0.20469319782832193,78900
5.6,41.6,5267,22339,21404,1420.33,33.26068,1443.303,22.973,40,198,4.8,8,7.6,73.36307382357174,-0.3560279608534284,-0.1796873349159049,87600
5.8,46.2,50858,41070,43811,1492.559,32.358147,2391.586,899.027,38,205,3.8,8,4.3,72.69512954490077,-0.44185119054097544,0.3749718142165908,309600
6.0,36.5,56376,30655,41811,2846.025,33.2077,3183.708,337.683,39,200,4.8,7,4.5,73.02084048223641,-0.3489835829641828,0.24114377723055394,197300
5.8,46.0,4055,26492,24114,987.177,33.67478,1016.528,29.351,40,200,5.0,8,5.6,81.5510430383256,-0.2785266259535737,-0.11712683011960674,104500
5.5,38.0,93812,43141,43631,2372.659,32.800458,3517.194,1144.535,39,203,4.7,9,4.8,64.61270406423999,-0.3748185264344676,0.6105867283689138,334600
5.4,39.3,11465,21636,21777,1016.982,35.049796,1028.687,11.705,43,195,4.8,6,6.4,73.71190840237529,-0.08593712050325235,-0.2234188880308273,98300
5.6,41.9,8529,22955,21692,1503.895,34.689345,1518.157,14.262,41,201,5.4,6,7.4,79.50556473485675,-0.2345672480024735,-0.20325018425060679,94200
5.6,42.3,12108,22955,21954,2069.596,34.637018,2086.87,17.274,40,209,4.9,7,5.5,70.17703636242474,-0.2621833120608753,-0.13221140333403406,85600
5.5,45.6,8490,23443,20609,1571.958,33.664682,1801.725,229.767,40,198,4.9,7,6.0,78.26865487326727,-0.25503617167555664,-0.14534627198515732,105200
5.8,42.2,9370,22218,25928,2736.299,32.83498,2935.197,198.898,41,192,4.4,6,5.8,74.40640380766943,-0.3296722899946424,-0.15477303262660244,93500
5.6,41.5,16220,23008,23738,1453.38,34.332185,1468.018,14.637,40,201,5.0,7,5.6,71.25812456134997,-0.2741515413603814,-0.13879233140844977,102800
5.5,37.6,7391,19131,20658,1048.614,34.390172,1053.069,4.455,40,203,4.6,7,6.0,57.7451208564684,-0.30315954173395926,-0.18981964531227283,84500
6.0,37.2,39565,29856,39125,1484.666,33.082186,1491.331,6.665,41,195,4.3,6,4.7,72.12217702254621,-0.25554938371963537,0.12814730220997606,213000
6.0,43.0,6418,27213,20464,1296.046,33.776498,1312.347,16.3,41,199,5.1,7,4.0,76.96730737637589,-0.22820430767914082,-0.1309238953429747,132600
5.9,47.1,6166,25698,21631,1777.449,34.395669,1838.585,61.135,41,199,5.3,7,6.7,75.23882827002309,-0.2232403115317889,-0.1632409446742431,106900
5.6,39.2,34423,26636,27042,2071.898,34.028535,2081.638,9.741,40,201,4.9,7,5.1,65.81190888504062,-0.26225542538620417,0.03202484169885615,135000
5.6,50.1,17635,34629,31209,2107.076,33.41753,2679.723,572.647,40,195,5.0,8,6.3,77.67400308616908,-0.32864601812510374,0.057873407358338215,197700
5.9,38.3,132726,34430,35754,2033.451,34.892645,2058.692,25.241,41,202,6.2,5,4.3,70.78894595837099,-0.01951491963345333,0.32720832310208703,197400
5.4,39.8,17300,26266,25495,1177.735,34.155796,1198.973,21.238,43,194,5.5,7,5.5,63.69466097955582,-0.21144526975180547,-0.18454269039948795,128000
5.5,40.6,4358,19460,24260,1450.123,32.778323,1457.4,7.277,40,196,4.6,6,4.5,75.15087170317389,-0.3653953066668015,-0.2428747560528125,76000
5.0,46.7,86930,29055,33559,2936.777,33.909269,3250.441,313.664,41,195,4.7,7,6.6,71.80812504051912,-0.2243912628532268,0.2886075901405419,187800
5.4,40.8,7094,24886,25878,1697.266,32.43059,1811.34,114.075,39,199,3.5,6,4.3,69.54363711567628,-0.4822079039686487,-0.08836333285277471,159000
6.1,41.3,17229,26197,29058,1881.788,34.338356,1917.616,35.828,40,205,4.6,7,4.6,81.40339644501357,-0.25293699747884824,-0.03138736945433264,135500
6.1,42.5,24834,33212,31067,1422.317,34.686818,1437.759,15.442,41,203,4.7,7,5.3,77.54636325651657,-0.15156919588241385,0.07223613418698847,217100
5.6,40.7,17184,23482,26992,1848.743,34.483477,1874.733,25.991,45,187,5.7,6,5.3,70.78399851609115,-0.16251542471191063,-0.21181952788684213,108100
5.7,42.0,3897,19510,16798,1062.373,34.15864,1065.088,2.715,40,204,5.1,7,6.5,77.71333885666944,-0.2805037109023984,-0.25462924745863413,79000
6.0,39.1,78043,32355,37960,1810.175,33.892554,1962.509,152.334,41,196,5.1,8,3.8,76.16074484836037,-0.20848552079657387,0.22761043290210925,163200
5.8,40.7,7315,18785,15340,1267.093,34.080701,1279.805,12.712,40,197,4.4,7,7.8,64.79677963900792,-0.26986378161584723,-0.22954619081370128,81800
5.3,40.5,5730,16092,17676,1242.35,34.601805,1256.854,14.504,40,208,4.8,7,8.1,65.68290433470277,-0.2978884399201341,-0.26287613379976654,71500
5.7,56.6,2592,26857,32947,930.142,33.897605,1020.125,89.983,42,196,5.7,7,6.0,79.91140907458399,-0.18706540006826702,-0.2428458633921733,114700
5.5,42.2,10080,26501,26250,1631.788,34.28973,1676.463,44.675,42,199,5.3,7,4.2,74.21645906755266,-0.20307642873917497,-0.17086233533907164,118500
5.7,46.1,21559,31297,25909,1622.197,34.748759,1744.389,122.192,41,202,6.6,5,4.2,74.2337387352493,-0.059045637393609185,-0.1779914369584826,164000
5.5,40.5,19954,21337,19071,2864.788,33.436135,2921.253,56.465,41,195,5.0,8,8.3,66.41820368407892,-0.31167788003037283,-0.10578533621261497,91700
5.7,36.4,30716,28382,25813,1285.687,34.887362,1326.148,40.46,41,204,5.9,6,4.1,70.42123232951822,-0.03710305247171036,-0.1036361417029823,159200
5.8,33.7,92773,30990,35860,1960.798,34.029783,1998.723,37.926,42,195,4.9,7,5.3,61.38452076285984,-0.2945039311255213,0.316955378519494,167500
5.5,42.7,5453,23097,25610,1172.691,34.005278,1196.11,23.419,43,192,5.3,7,3.9,73.81203271614231,-0.18895150149567122,-0.2680480934280782,110100
5.6,38.0,80467,27788,30229,2092.519,34.933239,2121.829,29.31,43,195,5.3,6,4.8,72.14015813348922,-0.03552718305138207,0.09115691847175035,153000
5.6,36.5,27434,24541,25364,1722.512,33.916046,1766.592,44.079,42,194,5.1,7,5.7,66.69738597855408,-0.23776563695425526,-0.0794392781652619,119800
5.5,44.4,7730,24142,20752,1331.697,34.690514,1336.502,4.805,42,197,5.5,6,7.4,66.19246238641442,-0.17280578304891836,-0.27493204965055323,80300
5.6,43.3,8110,19438,14848,2419.46,33.626463,2426.929,7.469,40,196,4.7,7,7.3,74.86943164362519,-0.25364549411574594,-0.20290923975763178,73900
5.5,45.8,8978,27012,29261,1164.189,37.765944,3392.983,2228.794,42,194,4.5,12,4.9,60.70940469758128,0.09804813506589687,0.06945994439631623,173700
6.3,39.4,26522,46241,49949,1866.6,38.024184,1880.636,14.036,42,194,4.4,5,3.7,68.12223618214735,0.303393528123886,0.3502130257530812,376000
5.4,48.0,3968,28048,27269,1153.727,37.787905,1162.263,8.536,47,170,4.7,5,4.2,80.1541820166462,0.3457011479911323,-0.21444809677621804,121100
6.1,45.0,3473,32799,30125,920.143,37.336131,928.567,8.425,41,199,4.1,6,4.1,78.62595419847328,0.12963438249809234,0.03629902724565949,215600
5.9,44.9,8150,28866,29568,1227.484,37.630362,1240.215,12.73,41,199,4.8,5,4.1,78.23454740747974,0.19567139195692204,-0.0773937454606599,159900
5.7,42.7,4402,27889,24808,863.745,37.370725,866.949,3.205,40,203,4.6,6,4.7,79.4513589027178,0.15775702436060016,-0.08766367146487708,160600
4.0,34.8,49806,73078,94711,67.274,38.878337,67.518,0.244,43,185,4.2,7,3.6,47.83418923793003,0.31925439640660247,0.9800014776605264,731700
6.2,45.1,20803,30493,35352,2504.516,38.167807,2514.504,9.988,43,187,3.8,6,3.4,80.3204108403807,0.2781774530461403,0.09215740726456077,219600
5.6,48.9,1173,34463,-666666666,1370.513,38.068988,1384.563,14.05,49,163,5.0,6,4.8,78.3009466865969,0.5643204161673301,-0.16310888234990137,168400
6.1,46.6,23151,34565,34758,1950.315,37.312408,1992.359,42.044,42,193,4.5,6,3.8,83.80096839959225,0.23913572698725252,0.06874525733291605,211600
5.3,46.1,1506,23664,33813,926.503,37.130612,929.101,2.598,53,147,4.0,7,3.6,79.182156133829,0.3779100711818609,-0.2710796287549386,125600
6.3,47.4,9454,37357,40664,1401.707,37.553193,1413.902,12.196,42,193,4.3,5,3.2,87.56083552492368,0.28426778585462315,0.051762828952717874,230500
5.8,44.6,3744,24493,26642,1466.382,36.764531,1474.7,8.318,40,203,3.8,7,6.6,68.60087940604052,0.04096114486601908,-0.11160002222479941,113600
5.4,47.6,5558,22092,20603,1302.149,37.26812,1304.947,2.798,55,138,4.3,6,7.9,78.62294123379787,0.3971846666101302,-0.39405730744616924,69500
5.6,42.9,4037,23045,25274,1501.305,37.573928,1511.403,10.099,41,197,4.7,6,5.9,71.97268893500234,0.13898734472521962,-0.1376206145292303,135600
5.8,43.1,15234,28173,30313,1305.009,37.210151,1313.971,8.962,41,201,4.6,6,4.3,74.14988324576765,0.17757884298598864,-0.07506329490355805,159400
6.2,39.5,7911,35588,40024,1366.252,38.030319,1390.485,24.233,43,191,4.3,6,4.8,81.33770538043862,0.22374145049638125,0.08736400404037052,218000
5.4,48.3,7963,24476,21894,1229.441,36.732426,1237.089,7.648,43,190,4.2,7,4.8,79.55347836320232,0.18982558491741727,-0.20518137744278342,112500
5.7,46.1,3013,24337,23528,1230.946,37.014091,1236.773,5.828,41,200,4.3,6,4.0,64.08886627660476,0.05660274816507736,-0.1603916466348104,121000
6.9,39.0,92424,42734,49748,1096.334,37.378434,1131.707,35.373,42,192,4.1,6,4.1,77.1689325568986,0.17689607036244048,0.48097557487101444,252600
6.8,48.1,3961,42327,41570,456.298,39.115931,461.956,5.659,46,169,3.9,6,3.4,78.75629546726357,0.4797400969980138,0.23469173267697713,366100
5.1,47.9,1514,30433,21360,853.49,37.473129,856.288,2.799,42,191,4.2,6,3.3,71.91915227629512,0.1884143626718565,-0.098315243813436,147900
6.5,39.8,13040,37507,43386,982.211,38.48593,990.783,8.572,43,187,4.1,6,3.5,73.96704036762667,0.30798173622596836,0.18219106434414495,310700
5.8,44.9,2607,29160,36108,770.42,37.520189,776.351,5.932,41,197,4.7,6,4.4,77.17745217745218,0.16698274023056076,-0.12178704498873535,159600
5.4,45.2,3707,25485,18348,856.075,37.137081,864.182,8.107,54,141,4.9,6,6.0,76.55059460229296,0.3615718406350051,-0.4225932580638439,81300
6.0,42.8,7114,30351,34995,1304.619,37.073498,1313.621,9.002,41,197,3.8,7,5.1,76.46678867477662,0.12753339790481186,0.06143131604524558,185200
5.4,46.7,2891,26114,35172,665.944,37.93948,740.738,74.794,42,193,4.2,7,5.4,69.3012494215641,0.15341823451233552,-0.08405331688688632,196500
6.6,38.1,281773,58338,83585,1012.604,38.833743,1052.172,39.567,43,183,4.4,7,4.2,69.45821231636991,0.41412220082060486,1.4890638173578477,576700
6.6,38.1,281773,58338,83585,1012.604,38.833743,1052.172,39.567,43,183,4.4,7,4.2,71.3636564168174,0.4151928695387982,1.488406608750512,576700
7.3,41.2,18099,47642,58408,1676.886,38.744103,1686.665,9.78,43,188,4.2,6,3.3,78.70981568795543,0.4186024707537866,0.4516427989825089,420600
5.5,47.6,4416,27306,21961,985.284,36.931438,987.541,2.258,50,161,4.6,7,3.4,83.88187268784284,0.3604137737723875,-0.20295593482492222,170000
6.2,43.6,7131,44149,42273,740.75,37.830606,751.481,10.731,41,201,4.5,5,3.7,84.38427879356149,0.24827658613417386,0.11117743537121734,234500
5.9,48.0,15475,32084,33117,1788.195,36.99235,1842.902,54.707,40,204,4.0,7,3.9,81.91604071860665,0.03470350295000598,0.006309631007077588,174600
5.9,48.0,15475,32084,33117,1788.195,36.99235,1842.902,54.707,40,204,4.0,7,3.9,53.70088719898606,0.018849412953145246,0.016041347485168393,174600
6.5,40.7,23191,38442,50861,1070.95,39.203637,1076.158,5.208,44,178,4.0,6,3.1,80.26103026103027,0.4448632155029546,0.17800869008247788,265700
5.4,44.7,4375,27679,34667,921.469,37.31193,933.486,12.017,53,146,3.8,6,3.8,76.64079889309993,0.3813108382429269,-0.2033384792484191,127800
6.0,44.9,10259,34565,41853,564.117,37.403541,745.866,181.749,42,195,4.9,9,3.8,81.25185165234721,0.17967428224553497,0.10518776857724252,230300
7.3,48.6,6600,52605,46781,728.862,37.724166,750.85,21.988,43,190,4.2,6,3.4,86.93085249127829,0.2748496220847771,0.3497283967379261,379200
5.5,48.4,4328,24770,19555,1145.228,36.656303,1155.018,9.791,46,181,4.3,7,3.7,82.77574670621507,0.25902250202640925,-0.26738392285705603,109800
6.1,38.5,5372,33913,52040,404.676,38.297981,406.383,1.707,44,184,3.5,5,3.4,78.82616670063175,0.3160500180687131,0.006624688956096287,239100
6.0,39.7,2142,20011,27236,764.633,36.680225,768.726,4.094,40,202,4.1,7,5.5,66.30784459292255,0.03842404227269452,-0.12141676627558369,120900
5.5,46.3,9041,24368,21613,2118.193,36.766461,2148.741,30.548,41,201,4.4,6,5.0,77.12783437397304,-0.037264530515169654,-0.11028055381537791,118500
7.0,42.7,28848,43003,44014,1213.503,37.760166,1227.152,13.649,43,190,4.3,6,3.3,83.54262485925304,0.26373318241508004,0.3210153298172243,288800
6.2,39.1,82894,41437,44003,605.272,37.437521,634.307,29.035,44,188,3.9,6,4.5,66.64029568086016,0.20251071167155338,0.4126265972939241,253900
5.3,48.1,12198,23051,24701,990.241,36.620593,995.54,5.299,39,206,4.4,6,5.2,74.91249005568814,-0.006848752377850207,-0.20019784924853928,97400
5.5,59.5,621,30911,41765,1075.249,38.356672,1077.055,1.806,64,106,4.9,7,3.2,85.37693006357856,1.0784238715525856,-0.35477500709426396,161000
5.9,57.2,3143,48280,38407,345.116,37.703831,599.317,254.202,43,195,3.5,7,4.9,77.23685461633546,0.24282845002474787,0.10105544799355139,236500
5.4,45.4,5586,19126,20208,1127.987,36.702162,1132.885,4.898,52,146,5.0,5,4.8,68.54614071345134,0.2690468892902252,-0.4367820946852354,85500
7.4,36.5,103902,57513,83879,1335.297,39.08113,1349.742,14.445,44,173,4.3,6,3.7,80.4350090265241,0.5581879039910965,0.9291939483388093,534600
6.1,45.3,10249,35894,38799,1285.412,37.971681,1323.151,37.739,44,189,4.4,6,3.7,80.10400985356507,0.24892390212464302,0.05073360344672418,234700
5.8,44.5,3043,21602,23254,1118.054,36.945757,1119.849,1.795,42,196,4.4,6,4.4,70.78145695364239,0.09982956197021028,-0.18709899981960101,123900
6.1,46.4,3715,34434,32731,830.566,38.412059,833.651,3.086,43,187,4.1,6,2.7,77.15318363580437,0.27812320136850077,0.006929782823007971,264100
6.1,53.7,2231,43918,46157,222.555,37.425348,652.579,430.024,42,195,4.9,9,3.9,83.84999419482179,0.2166360421214469,0.13299674132498435,265600
5.6,48.5,7745,28048,27158,1619.999,36.687256,1759.193,139.194,41,200,4.3,6,5.0,72.17733791153303,0.09333670408677727,-0.08808115021041259,148800
5.8,54.7,2932,33992,30893,337.492,37.606828,545.871,208.378,43,195,3.5,7,3.6,74.92938540956462,0.21468215263652754,0.02083879367570584,265500
5.4,29.6,19279,30581,31560,1002.361,37.174885,1008.191,5.83,48,165,4.1,6,3.1,55.4720969718777,0.38359600651371356,0.0012868062504533088,230000
5.5,51.3,4372,38364,34478,1219.51,37.790016,1228.445,8.934,42,192,4.4,5,3.9,77.15684274933714,0.2638268633675034,-0.01259801355591238,233400
5.8,49.8,3311,31959,35522,548.073,37.302629,2059.685,1511.612,41,195,4.4,14,5.9,62.12843400641304,0.1163319325822646,0.09181313206647097,194000
6.1,59.3,3843,38679,45927,495.452,37.856974,739.754,244.302,42,189,4.7,10,4.6,89.3342111760349,0.22976530052685687,0.061515428578515975,270900
5.6,40.8,3707,24394,21867,814.272,37.143696,818.563,4.292,42,195,4.2,7,4.2,65.89259796806967,0.12215888809445373,-0.12305607447387445,151000
