MedianRooms,MedianAge,Households,PerCapitaIncome,MedianNonfamilyIncome,LandAreakm2,Latitude,Areakm2,WaterAreakm2,CloudCover,HoursofSun,Precipitation,WindSpeed,Desempleo,Ti,pca1,pca2,MedianPrice
6.1,42.7,10037,33313,44104,882.624,38.250439,889.051,6.427,42,196,4.3,5,4.1,78.45883925587613,0.25405572074730054,0.059293125593625706,261000
5.9,45.3,6379,26321,29964,805.113,38.623751,813.451,8.338,46,175,3.7,5,5.3,70.97674418604652,0.3197709032512491,-0.14034737122202884,167900
5.4,50.4,5013,27939,23874,1251.212,36.667327,1258.378,7.165,39,206,4.5,6,4.6,79.08352668213458,0.0980688260350785,-0.1725021642087158,123700
5.7,47.6,18401,26587,23865,2509.546,36.821721,2533.462,23.917,41,199,4.8,6,4.3,74.5815355170156,0.14400876962030557,-0.09345101834570942,125200
6.9,45.5,8220,39850,46118,673.969,37.549404,679.475,5.505,43,190,4.2,6,3.2,93.29856584093872,0.24814661247867814,0.21247925802372616,291300
5.9,47.1,9277,28067,28744,828.428,37.063385,853.644,25.216,50,161,4.0,7,4.7,69.89693846620187,0.38658369339744514,-0.17834586430948027,156600
6.1,49.2,2005,46731,48684,689.525,38.684522,691.594,2.069,44,178,3.7,6,3.3,70.21768707482993,0.45405235763109675,0.20316469948437216,392600
5.9,44.4,2019,24400,31222,495.963,37.942894,560.363,64.4,44,188,4.3,6,4.1,65.09511993382961,0.17473405700927552,-0.09927547733915933,193700
5.9,44.4,2019,24400,31222,495.963,37.942894,560.363,64.4,44,188,4.3,6,4.1,43.94229670103564,0.1628482892076864,-0.09197963617814725,193700
6.3,43.5,24817,37859,40766,648.838,37.331077,650.725,1.887,42,191,4.2,6,3.5,78.02910729641765,0.2574006518762555,0.07084262350051145,207300
6.3,43.5,24817,37859,40766,648.838,37.331077,650.725,1.887,42,191,4.2,6,3.5,53.64192139737991,0.24369749623881923,0.07925403188441028,207300
5.9,49.0,6389,33177,28688,1547.669,37.814517,1556.51,8.841,42,191,4.6,5,4.6,74.87229600675165,0.287472364982837,-0.10791876396732998,206300
5.9,40.9,21762,33276,37463,2199.122,38.511257,2210.182,11.061,43,183,3.9,6,3.1,75.12184678160774,0.35548610632158745,0.07145624391979166,217600
5.7,46.3,6735,22030,19291,1227.193,36.93342,1234.787,7.594,53,145,4.4,6,5.0,75.88488882166087,0.3907290110222447,-0.3658547193807541,89200
5.4,47.6,5432,23702,20927,1387.017,36.712778,1395.069,8.052,48,162,5.0,5,4.0,81.73855089022184,0.23360466477910843,-0.35085875108891007,106900
5.9,44.5,11437,40163,34089,1317.723,38.856204,1326.525,8.802,47,164,4.1,6,3.8,71.59837492745211,0.4289007813589819,-0.01260598760459407,214900
5.5,45.4,8572,23016,19926,1167.898,36.842318,1171.424,3.526,55,142,4.5,7,4.4,70.52546808938997,0.483773504168441,-0.34003542035593226,99500
5.9,46.7,4662,27232,35733,1551.777,36.720173,1560.025,8.248,40,204,4.0,7,3.7,74.27104346231432,0.09494920548895792,0.0013841815792663373,176600
6.9,38.5,34302,38731,55887,1039.871,38.182311,1072.918,33.048,44,189,4.4,6,4.1,79.07077207251494,0.3205199863483776,0.2635211381027499,289200
7.7,35.7,37758,43401,62422,696.592,38.418933,725.011,28.419,43,190,4.2,6,4.1,78.31694870095713,0.3727220104363939,0.4398437670108619,356000
5.7,50.0,1859,31136,34867,722.476,37.119761,803.693,81.217,43,195,3.6,7,4.3,70.33596531970893,0.15562064854828106,-0.03713323191622842,201000
5.8,41.0,2486,24391,31432,1269.664,36.926645,1276.42,6.755,43,195,3.6,7,6.6,70.45009784735812,0.12390496392292721,-0.09724637267921223,123200
5.7,45.3,10995,25648,23160,1343.805,37.125395,1346.72,2.915,55,138,4.3,6,5.7,74.27028936148743,0.461260429847452,-0.3132423853059992,102600
5.9,41.5,10046,32660,41033,552.872,38.908187,561.356,8.484,45,170,4.1,6,4.1,75.32377959996934,0.4116268742021455,0.02007917081442099,251600
5.8,46.4,14552,28987,27567,1452.918,36.747813,1465.917,12.999,51,154,4.7,6,3.9,77.13245160053671,0.4484372353640047,-0.21767078071888687,159000
5.8,48.1,4546,33754,34068,594.077,38.109191,655.18,61.103,43,188,4.2,7,4.8,72.90093542206695,0.2302110695499196,-0.013001201552033216,201000
5.5,41.6,9771,21508,21311,1044.253,36.974561,1049.538,5.285,57,132,5.1,6,5.8,70.5931137039579,0.4643357173049589,-0.4125855445675085,87300
5.9,45.9,8091,31645,32649,1196.119,36.901471,1203.43,7.312,43,190,4.2,7,4.7,78.61928649103729,0.255351129951959,-0.15148841215964862,130000
6.7,39.6,19009,41994,48830,271.379,37.220914,556.74,285.36,42,195,4.9,9,3.7,71.30046856988878,0.25968092645485236,0.29888449051768684,338200
5.9,39.9,4866,21675,19473,1313.334,31.739712,1326.751,13.417,40,194,3.5,7,4.3,76.74107142857143,-0.4573127781386092,-0.17569187425292554,87100
5.5,35.9,2054,20887,23306,878.994,31.300562,892.338,13.343,40,198,3.6,7,3.1,70.4973442781265,-0.5942180768833698,-0.2242971267425469,63400
5.5,36.5,2436,19882,20313,669.708,31.563327,740.277,70.569,42,190,3.5,7,4.1,73.15137437088657,-0.4506296219488036,-0.226755335706388,82300
5.7,52.2,852,25691,18654,885.63,31.319622,904.264,18.634,39,201,4.4,8,6.5,69.8670126500162,-0.4984629687792478,-0.24737142364398598,108100
5.3,35.8,10219,26934,26492,667.812,33.059532,692.591,24.779,42,192,5.5,7,6.2,58.41191066997519,-0.3063278890960554,-0.17971768244111058,128800
5.9,41.5,5230,24303,21416,601.112,34.351922,605.763,4.651,44,191,6.1,6,3.3,72.2010582010582,-0.06822643255890165,-0.2732668993012734,164500
6.4,36.0,20634,25849,37105,415.199,33.992009,422.016,6.818,46,178,6.2,7,3.7,76.30400730170085,-0.017167759238633756,-0.15716203670440088,169900
5.8,38.2,27822,27047,32852,1190.214,34.240918,1217.588,27.374,46,176,6.4,7,4.6,69.17002799791202,-0.10592163274522147,-0.13799436832989134,178500
5.9,39.8,4941,20545,19747,1170.408,31.274308,1185.911,15.503,39,199,4.0,7,4.4,66.23888918108662,-0.5933507957809304,-0.17173981598178525,95200
5.5,36.3,34635,25519,26538,646.88,32.808844,661.394,14.514,42,192,5.6,8,6.6,53.58248667923321,-0.34499171405855544,-0.10915591561528565,125300
5.9,36.0,3064,20502,27862,559.1,32.435403,567.548,8.447,41,193,5.1,8,6.1,73.64381198792583,-0.3850838671054173,-0.23528793115551813,101900
5.9,40.8,4253,18883,17835,1145.713,31.197334,1158.249,12.536,41,199,3.5,6,4.7,76.87818336162988,-0.5728339209053921,-0.19080331262083444,92800
5.6,43.6,4118,26115,18528,1276.982,30.833696,1289.297,12.315,39,205,3.9,7,5.0,69.18234912394549,-0.6335937345499066,-0.163232573203298,94200
6.3,34.1,10415,32825,41955,1129.148,32.017969,1177.035,47.887,41,188,3.8,6,3.8,71.74442031450326,-0.31967752587624493,0.11398189051582236,227400
5.7,29.2,17002,25121,27662,1742.568,32.393408,1783.532,40.963,41,193,4.2,7,5.1,55.40413872665657,-0.49507863921795275,-0.003147610156278859,147100
5.9,38.1,5530,24050,25018,2141.836,33.063737,2162.595,20.759,42,190,4.8,8,6.4,71.64906943450251,-0.3253652145457178,-0.13431811306293814,89900
5.9,38.9,6142,25343,34971,477.576,33.290355,487.024,9.448,44,186,6.0,7,5.1,68.06377079482439,-0.2325458685829888,-0.24191069735565124,156700
5.3,39.6,1216,15461,18684,726.147,31.521279,734.463,8.316,40,191,5.3,8,4.9,63.93850327831788,-0.44892293302458586,-0.33971337466863005,48700
5.7,33.3,14275,29449,39758,1587.728,30.916358,2025.021,437.293,38,203,2.7,6,3.9,60.01493194479009,-0.6071534995264398,0.0838865260841468,171400
5.2,40.2,2722,20897,18849,629.481,32.403986,644.539,15.058,41,195,4.5,8,4.0,63.09568835098336,-0.4240201264840606,-0.24231693348151268,89800
5.8,35.0,30239,26495,33580,1292.6,33.582237,1304.928,12.328,47,168,6.2,7,4.8,69.7414189429491,-0.1183292321731861,-0.15253036132419864,147400
5.7,40.8,18119,28537,30828,419.991,34.899393,420.771,0.78,48,169,6.3,6,3.2,75.83768690326067,0.05876533098763012,-0.2523555176987902,151300
5.5,40.5,2623,19228,24284,2003.554,30.779904,2026.34,22.786,42,195,2.8,5,3.5,73.79188415558174,-0.5991705261314754,-0.16388331849567667,87200
5.7,35.9,66947,33106,41765,1104.466,31.974756,1637.551,533.086,39,198,4.0,8,5.7,56.12154159091318,-0.4584883922436432,0.27384491792299553,209200
5.7,24.0,1941,23894,37250,644.224,32.347445,650.516,6.293,43,182,6.1,7,6.1,20.18231021222048,-0.37059531841279225,-0.3037334027054045,82000
4.9,40.0,5712,18523,20541,811.542,34.474179,812.113,0.571,49,161,6.5,6,6.4,68.91416663048669,-0.013602462698367528,-0.47453527320428895,77200
6.8,39.0,68321,38153,47147,1092.13,34.244317,1125.104,32.975,47,177,6.7,7,3.3,77.15651277169601,0.11711115264373537,0.1537840066830386,271300
5.2,28.3,24265,25343,25685,308.728,33.952234,313.48,4.752,44,189,6.2,7,4.9,42.82289403761435,-0.22738005075220813,-0.15212974010690777,186800
5.3,53.1,671,22389,22583,506.036,31.619831,562.635,56.599,41,188,5.6,8,12.3,75.50382209867963,-0.4133518411756117,-0.38323934391830367,70500
5.6,32.5,64979,21804,34333,366.664,33.552242,373.817,7.153,46,177,6.0,7,8.6,50.68735827664399,-0.24050619611327886,-0.1025894533064378,122100
5.6,38.8,1668,17539,18125,2072.567,30.917653,2134.132,61.566,42,194,3.6,6,3.3,78.82352941176471,-0.5805406669782919,-0.20642863120684327,71800
6.3,36.8,190378,41480,51894,879.428,33.93994,892.297,12.868,47,175,6.2,7,4.3,68.08036192885783,-0.10007658060631255,0.6318897203571234,273900
5.5,36.9,10103,20659,21255,1489.495,31.549245,1560.857,71.362,42,191,3.7,7,5.1,61.93286424049835,-0.44672096376854803,-0.1601837206376971,106400
5.5,37.3,10212,20530,20146,1409.351,31.189758,1441.689,32.338,39,201,4.1,8,4.2,61.85873772288968,-0.6115886474418135,-0.17621714984847087,92600
6.8,37.1,36301,35349,49720,751.329,33.550556,796.692,45.363,41,195,4.6,7,3.2,80.88469566235135,-0.24182691648269164,0.19306667758338633,215200
5.7,37.5,4284,20769,19187,588.346,31.152935,603.993,15.647,39,201,4.3,8,4.3,62.48239436619718,-0.5776572231825586,-0.21943665315837702,93400
6.5,39.0,39651,36884,41874,1141.905,33.352897,1154.66,12.755,46,177,5.3,7,4.4,76.76923394561709,-0.0978172976552732,0.08954578764815974,225000
5.6,44.6,3259,24404,25294,841.456,32.709446,845.511,4.055,42,188,5.1,8,4.4,75.72631231429516,-0.3499018793065148,-0.2110111270304783,121500
5.9,40.2,5948,25402,20300,705.988,31.914753,727.66,21.672,41,193,5.0,8,9.7,55.06400687565025,-0.43272737449301196,-0.2435812029627708,83100
5.4,42.7,4390,24964,24837,450.609,34.852424,451.073,0.463,50,158,7.0,6,3.4,72.55205876406767,0.12493867457401543,-0.44440009789150464,128500
6.1,43.8,7015,36110,41240,546.046,34.442842,555.315,9.269,47,179,7.0,6,3.5,81.69075777485764,0.12753483648836506,-0.13949390712926685,241900
5.8,35.9,164226,37523,47141,693.034,33.770661,702.254,9.22,45,182,5.4,7,6.2,56.78642486027612,-0.1951238217939219,0.5664929260586355,235300
5.6,38.0,6710,21810,20984,1546.585,30.877961,1613.997,67.413,40,196,4.3,7,4.6,59.16440457925174,-0.5904025279656115,-0.20012738402502486,115000
5.7,41.9,5240,21144,19760,1284.349,32.160656,1303.058,18.709,41,193,4.5,8,5.4,71.57482847341338,-0.3770367278100208,-0.21681604438447102,86600
6.2,42.7,3471,25198,26536,1015.12,32.151995,1028.961,13.841,41,193,4.4,8,8.8,66.09665427509293,-0.39086788995148625,-0.16641729086349855,81400
5.5,35.8,20147,22647,27510,851.299,31.535068,866.694,15.395,40,193,4.7,8,8.1,43.61494758361661,-0.4723965497608417,-0.1655288078857185,106200
6.3,36.6,35358,29083,39660,518.171,33.699317,520.655,2.484,46,173,6.0,7,5.8,67.9402178455024,-0.03036478668216455,-0.08924927615171802,171300
5.5,40.1,2754,21992,21061,1327.612,31.324191,1337.329,9.717,41,190,5.6,8,6.1,59.99801626661376,-0.4428032559267678,-0.3136646513461765,120700
5.3,40.3,1097,23768,21000,1074.572,30.7085,1089.659,15.087,41,199,3.5,6,3.5,72.21095334685599,-0.6486267572241448,-0.1705861039323009,76000
6.3,36.0,15810,32608,36434,1237.236,32.361711,1250.784,13.548,39,198,3.8,6,3.8,78.8509682942193,-0.4403668112593273,0.08328688172316713,170600
5.5,43.3,5133,23368,19053,909.229,34.115017,969.216,59.987,42,194,5.6,6,6.2,71.31229850430738,-0.23914719812248827,-0.31302268616131507,87400
5.2,36.9,5645,19310,19362,1762.756,32.5911,1787.562,24.807,41,195,4.3,8,6.6,60.11835960978316,-0.3879083378279942,-0.21955098626745084,74700
5.2,37.4,2790,20990,27031,473.586,32.151902,483.99,10.404,41,193,4.2,7,4.6,57.84130113356333,-0.5284731168516226,-0.19308734639296884,97700
5.4,52.3,7725,29845,26924,1001.608,34.863837,1015.172,13.564,49,168,7.1,6,3.7,78.51649424165528,0.17680899848472542,-0.3509320281774978,206900
7.4,43.4,31765,44668,50796,503.344,33.412717,516.241,12.897,46,177,6.0,7,3.7,82.57655568048018,-0.02511976937117384,0.1665023284847072,293400
5.6,38.4,25405,27418,29678,1320.662,34.263677,1342.818,22.156,47,170,6.5,6,4.7,62.40878641865832,-0.054716246027074436,-0.23922116192292714,137600
7.7,38.8,65025,46470,57263,580.211,34.225143,640.157,59.947,45,186,6.7,7,3.1,85.42982359473412,0.14293612196446548,0.34984823253623065,362300
5.8,41.2,6170,24338,20536,677.273,34.375155,690.105,12.832,43,195,6.3,6,4.3,71.48017660437944,-0.10726200701370629,-0.2919163308908262,120500
5.4,35.7,229604,49369,52042,1363.977,33.790034,1383.895,19.917,46,179,6.3,7,6.2,56.50167393201366,-0.04976896761044169,0.9878621145991753,326700
5.4,47.9,8448,27789,30938,1104.734,34.690541,1116.923,12.19,49,168,7.1,6,3.8,72.51910879817856,0.182738874651667,-0.3027883825374192,205800
5.4,43.2,727,24258,21989,372.284,33.227491,374.132,1.848,41,195,5.3,8,3.3,68.30695113558156,-0.31822087842012253,-0.2198750656160053,82600
5.6,42.2,22560,33975,34844,1087.155,31.212747,1515.785,428.63,39,199,3.4,7,4.9,64.74095444163962,-0.5336380511307659,0.09682701785764312,194300
5.8,38.4,14905,25114,25012,921.539,34.509667,927.327,5.788,48,172,5.8,6,4.1,65.31722160044767,0.006486827024826694,-0.29538252372784274,148300
5.5,39.4,6446,24272,19013,1177.219,30.875863,1192.078,14.859,39,201,3.9,7,3.8,64.02983249786037,-0.5862084695337723,-0.15455052497276767,121700
6.3,50.7,5031,42339,26160,1003.453,33.576836,1052.081,48.628,43,194,6.2,7,5.3,73.74368292544432,-0.13547119469050684,-0.06793024701575504,241300
6.4,35.5,225267,31935,44859,1114.687,33.959101,1131.243,16.556,46,177,6.2,7,4.5,68.52843615270729,-0.02917801828451419,0.5546980873998092,235700
5.8,39.3,10272,24060,26688,716.752,34.635108,722.672,5.92,45,187,6.7,6,4.4,81.15450703571263,0.03410433480444321,-0.2702626593470524,155200
6.0,37.2,49002,30459,36465,1017.3,34.317588,1111.868,94.568,44,190,6.5,6,3.4,68.45720235890144,-0.017150385033069013,-0.04322357709663201,212700
5.3,47.6,1930,17802,23500,1222.061,33.26922,1239.776,17.715,42,190,5.4,7,8.5,71.8806361698639,-0.28404335089485905,-0.3518376174309559,80400
5.8,40.4,8312,27507,22481,730.804,33.795165,733.42,2.616,47,171,6.2,7,4.5,71.33155883155882,-0.09595773047406315,-0.2846836660950086,144200
6.8,43.3,9948,37882,45165,1201.414,32.731549,1224.95,23.536,44,179,6.1,7,3.3,88.47970891164647,-0.17828563836475292,-0.002561730408627471,230400
5.9,44.3,6767,24443,25605,601.897,34.348733,665.492,63.595,43,193,6.3,6,4.6,74.59153582529689,-0.07939496747799225,-0.2777219681484908,149100
5.4,42.4,3245,23498,22397,766.715,33.290968,779.831,13.116,46,173,5.6,7,4.9,69.36162900592835,-0.18258895182189694,-0.3091927408761916,114500
6.6,37.1,58925,31173,45935,834.305,33.452881,845.752,11.448,45,183,6.0,7,5.5,72.91202599648837,-0.14764363653800636,0.0467426351522756,189600
5.9,35.6,40727,30616,35414,972.646,32.458381,983.991,11.345,42,189,5.5,8,4.4,69.01764043700913,-0.306572446314358,0.03767157832898705,157200
6.0,39.7,2261,21123,21667,917.744,31.604306,939.551,21.808,40,193,4.0,8,5.5,70.53019624850916,-0.4154991432654026,-0.2093163459311975,83200
6.6,38.4,19184,29724,37970,879.723,34.134157,888.623,8.9,44,189,6.3,6,3.0,79.50158000574548,-0.0007982524299555481,-0.1159531366195857,210100
6.0,43.2,4175,24270,27527,953.543,33.314905,967.269,13.726,43,189,5.5,7,4.3,80.1258671243653,-0.21552413752075336,-0.24361912321233684,145000
5.7,40.0,3787,21178,21603,1363.589,33.051874,1371.831,8.242,42,191,4.9,8,6.1,63.00701637153357,-0.3414595008611194,-0.23424229332218635,85600
5.6,41.9,2066,14212,14490,899.449,32.794563,912.901,13.452,41,194,4.8,8,5.6,72.90902638116646,-0.38753904852527427,-0.33956850408581096,61300
5.3,41.6,2243,21093,22286,784.793,32.689831,794.072,9.279,41,195,5.0,8,4.2,72.0696281225274,-0.34475174207878173,-0.2730311229719625,68900
6.0,40.4,7969,27555,34886,1020.282,33.020226,1024.124,3.843,45,184,5.9,7,3.8,78.4726631393298,-0.19087336882411773,-0.1583631204773441,149700
5.9,38.5,3730,24576,32027,475.263,33.07446,481.309,6.046,45,183,6.1,7,5.4,75.46047363001945,-0.19508770392616828,-0.2704129618774505,145800
5.5,37.0,2540,18788,19366,479.824,31.038197,517.45,37.625,41,195,3.7,7,4.7,61.53846153846154,-0.5825592792694332,-0.2432692387868926,117800
5.5,39.4,11513,23694,18754,2090.886,32.39322,2119.828,28.942,42,190,5.0,8,5.2,60.22208831884307,-0.3472052128721426,-0.188329239378482,99600
6.1,37.1,8288,29379,44725,921.476,31.818419,936.884,15.408,40,193,4.7,8,3.6,76.32395495589722,-0.3628220040415664,-0.04592249592537987,166900
5.6,28.8,16734,24121,38514,1268.579,31.807245,1560.539,291.96,41,187,3.8,6,5.3,45.44893293954715,-0.3914617181186856,-0.08941580441364,133700
5.6,47.0,2225,24074,21012,544.881,33.792151,666.398,121.517,41,198,5.6,7,4.6,72.93050587634133,-0.25022519712685987,-0.27663170646647894,132300
5.7,31.6,4182,22553,26429,1036.755,31.749563,1045.872,9.116,41,190,3.6,6,3.8,64.10350426902728,-0.3857642272482404,-0.14213214308784075,129800
5.5,30.6,26870,24580,24211,1284.806,30.83368,1322.384,37.579,39,204,3.6,7,5.2,54.33071568006989,-0.614395979717529,-0.021897962860747164,145900
5.7,36.3,7780,29361,23824,732.793,34.568149,736.066,3.273,47,179,7.0,6,3.4,70.7796739199391,0.08799154357673866,-0.2687832400726838,199100
5.8,40.0,2916,20198,14877,1037.654,32.366216,1051.513,13.859,42,191,5.1,8,8.3,59.36704256093125,-0.4182441856618472,-0.3026172612763544,68600
5.7,40.5,8078,24772,30232,731.182,34.128486,739.669,8.487,42,194,6.3,6,4.0,74.39618463634815,-0.06570089676230971,-0.2767194622485204,143200
5.5,44.8,2525,23617,21500,947.944,32.359538,951.77,3.825,44,184,6.0,8,4.5,78.33991149384045,-0.2976407656607704,-0.27839655495112275,109400
5.9,38.2,5773,23355,27094,666.82,33.482464,689.941,23.121,43,190,5.5,7,6.2,68.1826795527762,-0.23815956522191353,-0.25522148843711084,115100
5.6,51.0,4323,28352,22617,1098.929,31.482978,1486.377,387.448,39,197,3.3,7,4.9,82.95510781194768,-0.5046930789980449,-0.02558462701108964,152700
5.4,42.2,5618,22905,17484,1298.162,33.03022,1308.996,10.834,47,175,5.5,7,7.0,67.1273777991813,-0.21802057214550186,-0.31895922440656554,112500
5.4,42.8,1592,24492,17771,731.467,31.162908,734.683,3.216,39,197,4.8,8,3.3,64.44404397188683,-0.46304606871516385,-0.22986354091133895,99400
5.7,39.1,5273,19377,29236,1326.293,31.22894,1330.797,4.504,39,201,4.4,8,6.5,60.99348122694425,-0.4900797472430645,-0.2565685485537515,94200
6.7,42.9,6865,34630,27352,1024.751,33.017435,1030.326,5.575,45,185,5.7,7,4.2,82.92562485755526,-0.15098601198961897,-0.10402920784858437,175000
5.8,40.0,2216,23744,23009,620.363,32.172108,633.752,13.389,40,193,4.6,8,4.7,73.31154684095861,-0.36036180561742015,-0.21854292428554867,92200
6.4,44.1,5390,34205,37761,899.631,33.593732,918.463,18.832,43,189,6.2,7,4.3,73.69774919614149,-0.1188117339902109,-0.091753696518492,230400
5.4,38.8,10939,23208,26102,892.164,34.797097,897.852,5.688,47,176,6.3,6,5.4,68.701150878968,0.015161695893439056,-0.34846902090178317,122100
5.6,34.4,44873,26709,29351,560.435,32.510197,572.404,11.969,44,179,6.1,7,6.5,49.30262920465763,-0.29887952901911213,-0.11322434174987829,142900
6.3,36.5,27747,25394,35625,704.895,33.544046,723.119,18.225,44,184,5.4,7,5.7,71.09925155771855,-0.18380755639889984,-0.1342321980109667,159200
7.1,40.1,11270,49099,44086,477.308,33.834125,482.701,5.393,43,191,6.2,7,2.7,84.27196921103271,-0.030689112731695636,0.15221829133025583,304400
5.9,42.7,3762,25884,23194,1137.035,33.866806,1144.874,7.839,44,189,6.2,7,3.7,78.35390394419105,-0.1499015444546772,-0.233497301807466,133200
6.5,36.3,43048,29766,46854,808.643,33.920903,814.141,5.498,47,174,5.5,7,3.8,76.53394096373766,-0.0688232187409912,-0.039297107486567534,184000
5.5,38.0,6639,25929,24036,389.191,32.571324,391.867,2.676,42,188,5.1,8,6.0,66.87967581047381,-0.3365333832458517,-0.19553385291132258,140100
6.0,46.1,8791,32501,29898,601.026,34.456621,602.722,1.696,49,172,7.2,6,3.6,76.84413287861564,0.18636442123256064,-0.246189201149178,196400
6.1,39.0,4927,23832,25447,819.715,31.353988,888.961,69.246,41,199,3.5,6,4.0,75.26617954070981,-0.5256272447382069,-0.15556422944458007,101700
6.2,40.6,4494,29024,33663,559.659,33.090769,568.256,8.597,45,179,6.0,7,3.7,86.27879052505185,-0.13676530611718762,-0.1644844574488856,181700
5.6,37.3,10716,24258,27693,803.755,33.995961,808.441,4.686,48,168,6.1,7,4.8,65.61794012033008,-0.10000626952635787,-0.32969098912579564,121900
5.4,41.0,2448,20693,26074,644.987,32.238794,650.622,5.635,41,193,4.7,8,4.7,64.25080586461475,-0.37853023112298967,-0.2357678223879865,109500
5.9,47.8,6261,34294,33623,892.611,33.321061,934.174,41.563,42,190,5.9,7,5.3,73.20375829034636,-0.1960677205786966,-0.1820917347162216,165800
5.3,56.9,566,22827,28014,391.703,31.861487,415.861,24.158,42,184,6.0,7,5.4,71.35371179039302,-0.35698056005437856,-0.4111868499017573,70200
5.8,49.8,4442,30875,25440,958.277,34.883026,976.122,17.845,45,190,7.5,5,4.0,75.1752728159483,0.12052196675067757,-0.3516120012788113,185500
5.0,39.9,1690,15931,17099,1109.127,31.762651,1115.957,6.83,41,188,5.6,8,6.2,47.11051534107835,-0.4191132173916438,-0.4170765818813304,76100
5.6,34.4,42892,23842,30851,840.0,33.361487,851.047,11.047,41,195,4.8,7,6.4,51.63029057516714,-0.35892483039472783,-0.04657371822361025,115300
6.3,38.5,22677,29098,39917,336.162,33.652081,342.132,5.97,45,184,6.0,7,6.1,67.39792604537615,-0.15033876353225978,-0.14172190149271152,170100
5.7,39.1,1481,21857,15902,432.284,32.263441,434.66,2.376,42,188,5.4,8,3.8,78.90699904122724,-0.32530416668694623,-0.2790780849076304,134800
5.7,41.9,3187,23912,21605,1670.804,32.744751,1698.693,27.889,40,195,4.7,7,6.9,69.63192446706499,-0.34329785529347984,-0.19329297404914988,85700
5.2,45.1,2166,28132,24931,609.233,30.933894,664.477,55.244,40,194,4.7,7,4.7,66.2102146558105,-0.4880545432902988,-0.3095399143940274,92100
5.6,39.0,17683,30491,28650,508.852,33.262389,516.937,8.085,45,182,6.0,7,6.3,63.84982323973015,-0.1947594922910818,-0.23756829111296635,134800
5.8,41.6,6609,22975,19654,463.948,34.552914,477.07,13.122,43,196,6.5,5,5.3,75.0198507225663,-0.013034228967818905,-0.34095911959195857,123800
5.8,39.2,1099,17244,21406,1188.114,32.073225,1200.751,12.637,43,185,5.4,8,5.1,73.45385347288297,-0.37441372739204637,-0.39323039231960416,44100
5.4,35.7,7109,21927,23062,1250.18,32.042203,1275.968,25.788,42,189,5.0,8,7.3,57.03345134022108,-0.39082253455503435,-0.2425581159141351,122000
5.9,50.3,1927,23687,22850,1013.692,32.704603,1022.429,8.737,44,182,6.0,7,6.1,77.71355170199101,-0.2641074315928854,-0.36140415248551605,98800
5.6,45.2,442,20979,19500,504.032,33.559314,505.947,1.916,42,197,5.8,7,6.4,81.11668757841906,-0.23835766014695087,-0.4118288927092351,63500
5.2,37.7,5773,19245,24964,1241.648,32.043768,1264.818,23.169,41,193,4.2,7,3.9,70.83072753804461,-0.5034520889262725,-0.1990292209265279,89800
5.7,44.0,2315,21770,20317,975.612,32.554667,983.416,7.804,43,186,5.6,8,7.8,65.92424814395369,-0.3282474890739259,-0.3800818733382971,87100
5.1,42.1,3121,17518,15235,1132.611,31.913639,1149.978,17.367,41,193,4.3,8,9.0,72.60694871188844,-0.40520295534700035,-0.3171626390131831,69300
5.4,40.3,2222,19987,25975,868.784,31.777191,874.647,5.863,41,189,5.5,8,7.8,48.50486369640927,-0.4333973383037996,-0.34623436068598207,93400
5.7,39.5,12289,27937,29425,1410.496,30.864616,1430.238,19.742,40,201,3.9,7,5.6,62.72679553597919,-0.5738977520655509,-0.0982686370496003,150300
6.6,36.1,9828,24191,26463,670.586,31.457003,696.161,25.575,41,193,4.6,8,4.5,62.09725731253093,-0.37088841818999946,-0.18828439660992702,123000
5.5,36.9,6458,24797,24002,942.768,32.126698,960.867,18.099,40,194,4.5,8,5.3,61.586284853052,-0.3646368008220895,-0.19995649411035848,97800
5.7,53.5,3403,27763,32332,431.396,34.90265,445.433,14.038,45,190,7.5,5,5.2,80.52089973590748,0.12568328205248744,-0.3643162429302641,241900
5.4,39.1,1584,24390,11921,516.537,32.409586,524.342,7.806,41,193,4.4,8,5.2,65.41832669322709,-0.35361565834232306,-0.2732882940037234,71900
5.6,36.7,17080,24660,25181,1072.224,33.034482,1155.036,82.812,47,172,5.8,7,5.5,61.34981847872045,-0.16440878085983016,-0.26924826623119325,138300
6.4,39.7,2179,19653,25319,739.165,31.718232,751.046,11.881,40,195,4.4,8,7.8,63.35716176859941,-0.40062789790868375,-0.3015232296712962,73600
5.5,47.2,1998,22534,19184,928.246,32.665847,939.218,10.972,41,192,5.1,8,6.2,83.7100737100737,-0.31773311312247954,-0.28040289607646,71800
5.3,55.2,6946,30885,22277,833.785,34.83377,852.118,18.333,44,189,7.0,6,3.6,78.3335470907614,0.08291406729822458,-0.3077879226182342,199000
5.4,42.2,5968,22423,25153,837.697,32.881837,848.36,10.663,45,179,6.0,7,5.5,63.18625930521092,-0.21906519273139383,-0.352441149572264,102800
5.7,41.7,18599,25157,24354,1156.117,34.735827,1157.79,1.673,48,168,6.3,6,3.8,73.33048260811866,-0.03787170449075607,-0.3279527977926724,121600
6.5,39.1,24301,28436,34010,843.508,33.782649,854.696,11.188,43,188,5.6,7,4.0,76.1817670230726,-0.12053157212774292,-0.08747377087749128,210500
5.9,39.3,8317,20221,22948,2311.462,31.050881,2351.678,40.216,41,199,3.3,6,4.8,65.30360102455928,-0.5547978217880563,-0.17074582887122902,86800
